 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,107,1,1,356,6,356,356,356.0,0.0,6,6,6.0,0.0,3383177.57,18691.58879,107.0,0.0,107,107,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,20,9345.794393,9345.794393,6,356,239.3333333,202.0725942,40833.33333,0,1,0,0,1,1,0,0,1,359.0,356.0,6.0,32,0,0,0,0,0,0,1,356,1,6,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
80,51277,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58.50576282,25638.5,15346.33847,36490,14787,51277,25638.5,15346.33847,36490,14787,0,0.0,0.0,0,0,0,0,0,0,96,0,58.50576282,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,237,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,9451448,5,4,209,3525,209,0,41.8,93.46764146,3525,0,881.25,1762.5,395.0717393,0.952235044,1181431.0,2191781.942,4999341,4,4452107,1113026.75,2225534.178,4451328,4,9451342,3150447.333,2741832.73,5001107,496,0,0,0,0,168,136,0.529019469,0.423215575,0,3525,373.4,1109.305609,1230558.933,0,0,0,1,0,0,0,0,0,414.8888889,41.8,881.25,168,0,0,0,0,0,0,5,209,4,3525,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
22,6114814,17,19,1480,2297,640,0,87.05882353,159.1950339,976,0,120.8947368,281.5782691,617.6802761,5.88734179,174708.9714,541158.1943,2056251,17,6114814,382175.875,792052.7035,2115372,510,6013713,334095.1667,728145.41,2056251,64,0,0,0,0,552,616,2.780133623,3.107208167,0,976,102.0810811,226.9131477,51489.57658,0,0,0,1,0,0,0,0,1,104.9166667,87.05882353,120.8947368,552,0,0,0,0,0,0,17,1480,19,2297,29200,247,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
22,104,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9615.384615,9615.384615,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
7625,75,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,106666.6667,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,12095925,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.165344941,12100000.0,0.0,12100000,12100000,12100000,12100000.0,0.0,12100000,12100000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.165344941,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,12100000.0,0.0,12100000,12100000,DoS GoldenEye
80,997,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2006.018054,997.0,0.0,997,997,997,997.0,0.0,997,997,0,0.0,0.0,0,0,0,0,0,0,64,0,2006.018054,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,102681952,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.80474855,0.165559767,6417622.0,13200000.0,51300000,52,103000000,7898598.769,14300000.0,51300000,225,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,456,100,0.136343337,0.029216429,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3205662.5,4532709.324,6410772,553,19300000.0,18800000.0,51300000,5868293,DoS slowloris
22,13149110,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,361.4693314,4.106741825,248096.4151,683570.6539,2580223,3,11500000,545548.3333,996570.0292,2633627,228,13100000,424160.871,856111.8878,2580223,3,0,0,0,0,712,1032,1.67311704,2.433624785,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,1825382,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,6369.625645,4.38264429,260768.8571,679655.8484,1801967,29,23302,11651.0,15571.90554,22662,640,1825297,456324.25,897161.8517,1801967,35,0,0,0,0,72,112,1.643491609,2.739152681,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
21,42,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,333333.3333,47619.04762,42.0,0.0,42,42,42,42.0,0.0,42,42,0,0.0,0.0,0,0,1,0,0,0,64,0,47619.04762,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
443,103100,3,2,18,0,6,6,6.0,0.0,0,0,0.0,0.0,174.5877789,48.49660524,25775.0,51386.67518,102855,48,245,122.5,105.3589104,197,48,102932,102932.0,0.0,102932,102932,0,0,0,0,60,64,29.09796314,19.3986421,0,6,4.0,3.098386677,9.6,1,0,0,0,0,0,0,0,0,4.8,6.0,0.0,60,0,0,0,0,0,0,3,18,2,0,0,114,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99999154,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160001354,0.040000338,33300000.0,57700000.0,100000000,31,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000169,0.020000169,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,31.0,0.0,31,31,100000000.0,0.0,100000000,100000000,DoS slowloris
53,99830998,2,2,89,235,46,43,44.5,2.121320344,121,114,117.5,4.949747468,3.245484934,0.040067715,33300000.0,57500000.0,99700000,30672,99700000,99700000.0,0.0,99700000,99700000,99800000,99800000.0,0.0,99800000,99800000,0,0,0,0,40,40,0.020033858,0.020033858,43,121,73.4,40.35219944,1628.3,0,0,0,0,0,0,0,0,1,91.75,44.5,117.5,40,0,0,0,0,0,0,2,89,2,235,-1,-1,1,20,30672.0,0.0,30672,30672,99700000.0,0.0,99700000,99700000,BENIGN
2702,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,14207209,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.140773603,14200000.0,0.0,14200000,14200000,14200000,14200000.0,0.0,14200000,14200000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.140773603,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,296,-1,0,32,0.0,0.0,0,0,14200000.0,0.0,14200000,14200000,DoS GoldenEye
22,13058270,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,363.9838968,3.82899113,266495.3061,705454.4853,2687554,3,10800000,601235.2778,1011201.185,2761563,571,13100000,435270.4,864768.7933,2687554,3,0,0,0,0,616,1000,1.455016629,2.3739745,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,100008859,6,8,314,11595,296,0,52.33333333,119.4079841,4344,0,1449.375,1729.380148,119.0794508,0.139987598,7692989.154,27700000.0,99900000,4,99900000,20000000.0,44700000.0,99900000,4,100000000,14300000.0,37700000.0,99900000,16,0,0,0,0,164,264,0.059994685,0.079992913,0,4344,794.3333333,1423.378058,2026005.095,1,0,0,0,0,0,0,0,1,851.0714286,52.33333333,1449.375,164,0,0,0,0,0,0,6,314,8,11595,0,235,3,20,10996.0,0.0,10996,10996,99900000.0,0.0,99900000,99900000,DoS Hulk
8080,117689,26,50,100094,416,13140,0,3849.769231,2796.570433,128,0,8.32,17.29154565,854030.5381,645.7697831,1569.186667,12064.49503,104626,1,117689,4707.56,22094.75384,110755,3,116247,2372.387755,14916.72936,104626,1,0,0,0,0,532,1012,220.9212416,424.8485415,0,13140,1305.324675,2432.452966,5916827.433,0,0,0,1,0,0,0,0,1,1322.5,3849.769231,8.32,532,0,0,0,0,0,0,26,100094,50,416,8192,1324,25,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
443,36906823,14,11,2131,4840,726,0,152.2142857143,247.4721984607,1867,0,440.0,645.6204767509,188.8810640786,0.6773815237,1537784.29166667,3360478.27032139,10063294,3,27014970,2078074.61538462,3696549.30693335,10099572,37320,36869617,3686961.7,4541622.24780397,10099368,3,0,0,0,0,292,256,0.3793336533,0.2980478704,0,1867,268.1153846154,471.1410257596,221973.866153846,0,0,0,1,0,0,0,0,0,278.84,152.2142857143,440.0,292,0,0,0,0,0,0,14,2131,11,4840,8192,68,13,20,2362405.33333333,4029147.3966815,7014864,36074,9939868.0,109207.61304964,10063294,9855776,BENIGN
1216,96,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,83333.33333,20833.33333,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10416.66667,10416.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,99999208,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160001267,0.040000317,33300000.0,57700000.0,100000000,67,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000158,0.020000158,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,67.0,0.0,67,67,100000000.0,0.0,100000000,100000000,DoS slowloris
80,86032198,6,6,714,11595,351,0,119.0,179.7264588,8688,0,1932.5,3506.021777,143.0743406,0.139482662,7821108.909,25800000.0,85700000,7,85900000,17200000.0,38300000.0,85700000,7,86000000,17200000.0,38300000.0,85700000,188,0,0,0,0,176,200,0.069741331,0.069741331,0,8688,947.3076923,2457.110376,6037391.397,1,0,0,0,0,0,0,0,1,1026.25,119.0,1932.5,176,0,0,0,0,0,0,6,714,6,11595,0,235,3,20,7017.0,0.0,7017,7017,85700000.0,0.0,85700000,85700000,DoS Hulk
80,7421804,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.233715145,0.538952524,2473934.667,4282373.198,7418793,3,7421804,2473934.667,4282373.198,7418793,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.538952524,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3011.0,0.0,3011,3011,7418793.0,0.0,7418793,7418793,DDoS
80,46953,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,247630.6093,191.6810427,5869.125,10402.30586,24886,14,21625,10812.5,13611.09843,20437,1188,46818,9363.6,12697.69801,24886,14,0,0,0,0,72,132,63.89368091,127.7873618,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,78537255,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,148.5027711,0.165526539,6544771.25,22600000.0,78300000,2,78400000,11200000.0,29600000.0,78300000,2,112916,28229.0,55700.79938,111778,3,0,0,0,0,172,112,0.101862486,0.063664053,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,153141.0,0.0,153141,153141,78300000.0,0.0,78300000,78300000,DDoS
80,63137928,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110868383,10500000.0,11900000.0,32100000,998532,63100000,10500000.0,11900000.0,32100000,998532,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110868383,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010476.0,0.0,7010476,7010476,18700000.0,12200000.0,32100000,8015923,DoS Slowhttptest
80,63097287,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110939794,10500000.0,11900000.0,32000000,997854,63100000,10500000.0,11900000.0,32000000,997854,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110939794,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009760.0,0.0,7009760,7009760,18700000.0,12200000.0,32000000,8023941,DoS Slowhttptest
8080,1016181,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.7133798,5.904459934,203236.2,277682.9715,514106,388,1015609,507804.5,9569.27607,514571,501038,1015716,507858.0,9384.7212,514494,501222,0,0,0,0,92,60,2.952229967,2.952229967,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
22,13300164,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,357.3640145,3.984913269,255772.3846,705561.4611,2630761,3,10900000,546391.5,984627.2836,2674134,626,13300000,429033.5806,877249.1777,2630761,3,0,0,0,0,680,1032,1.578927899,2.40598537,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,63110711,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110916196,10500000.0,11900000.0,32100000,999174,63100000,10500000.0,11900000.0,32100000,999174,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110916196,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7014833.0,0.0,7014833,7014833,18700000.0,12200000.0,32100000,8016037,DoS Slowhttptest
22,74,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13513.51351,13513.51351,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,532511,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,433.7938559,11.26737288,106502.2,237661.5473,531644,51,532511,177503.6667,306756.8942,531716,301,816,816.0,0.0,816,816,0,0,0,0,136,72,7.51158192,3.75579096,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
52317,36,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,333333.3333,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27777.77778,27777.77778,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
52789,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,98711855,8,7,355,11595,355,0,44.375,125.5114537,4344,0,1656.428571,1547.737688,121.0594209,0.151957432,7050846.786,26400000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,59620,9936.666667,18829.15656,47124,48,0,0,0,0,264,232,0.081043964,0.070913468,0,4344,746.875,1285.304367,1652007.317,0,0,0,0,1,0,0,0,0,796.6666667,44.375,1656.428571,264,0,0,0,0,0,0,8,355,7,11595,251,235,1,32,1006.0,0.0,1006,1006,98700000.0,0.0,98700000,98700000,DoS Hulk
21,8068676,9,15,101,188,22,0,11.22222222,8.828615092,34,0,12.53333333,14.54975045,35.81752446,2.974465699,350812.0,907833.6813,2689212,3,5397010,674626.25,1245307.11,2731885,215,8068577,576326.9286,1120170.462,2689212,3,0,0,0,0,296,488,1.115424637,1.859041062,0,34,11.56,12.47691201,155.6733333,0,0,0,1,0,0,0,0,1,12.04166667,11.22222222,12.53333333,296,0,0,0,0,0,0,9,101,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
443,10318898,10,9,1455,6700,517,0,145.5,217.3723125,3236,0,744.4444444,1169.819229,790.2975686,1.841281889,573272.1111,2352479.922,9998557,0,10300000,1146500.333,3319758.01,9998557,168,10200000,1280008.125,3523223.688,9998997,1,0,0,0,0,328,296,0.969095731,0.872186158,0,3236,407.75,835.0024188,697229.0395,0,0,0,1,0,0,0,0,0,429.2105263,145.5,744.4444444,328,0,0,0,0,0,0,10,1455,9,6700,29200,9,4,32,319946.0,0.0,319946,319946,9998557.0,0.0,9998557,9998557,BENIGN
80,100000746,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.159998806,0.039999702,33300000.0,57700000.0,100000000,71,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.019999851,0.019999851,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,141.0,0.0,141,141,100000000.0,0.0,100000000,100000000,DoS slowloris
21,2,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,7000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,0,1000000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,33198116,203,104,43951,72202,602,0,216.5073892,228.6511756,1068,0,694.25,362.7405329,3498.782883,9.24751272,108490.5752,272077.2139,1286209,3,33200000,164333.8366,321187.4945,1286209,719,33200000,322310.0971,417616.8912,1286833,3,0,0,0,0,6504,3336,6.114804828,3.132707892,0,1068,377.1201299,360.744645,130136.6989,0,0,0,1,0,0,0,0,0,378.3485342,216.5073892,694.25,6504,0,0,0,0,0,0,203,43951,104,72202,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,9468974,9,3,455,11632,455,0,50.55555556,151.6666667,11632,0,3877.333333,6715.738331,1276.484654,1.267296753,860815.8182,2033954.225,6269143,45,9468974,1183621.75,2340066.408,6270604,183,6269884,3134942.0,4432429.561,6269143,741,0,0,0,0,296,104,0.950472564,0.316824188,0,11632,929.7692308,3218.078209,10400000.0,0,0,0,1,0,0,0,0,0,1007.25,50.55555556,3877.333333,296,0,0,0,0,0,0,9,455,3,11632,29200,235,1,32,786.0,0.0,786,786,6269143.0,0.0,6269143,6269143,DoS GoldenEye
80,3930568,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.632484669,1.272080778,982642.0,1964616.723,3929567,1,3930568,982642.0,1964616.723,3929567,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.272080778,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
46962,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,358,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11157482,8,5,492,11632,492,0,61.5,173.9482682,7288,0,2326.4,3351.290617,1086.625101,1.165137439,929790.1667,2184426.834,6152166,1,6156093,879441.8571,2326016.331,6154351,1,11200000,2789347.5,3254260.177,6152166,160,0,0,0,0,264,168,0.717007655,0.448129784,0,7288,866.0,2179.060489,4748304.615,0,0,0,1,0,0,0,0,0,932.6153846,61.5,2326.4,264,0,0,0,0,0,0,8,492,5,11632,29200,235,1,32,826.0,0.0,826,826,6152166.0,0.0,6152166,6152166,DoS GoldenEye
80,7948610,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.774244805,0.629040801,1987152.5,3973642.36,7947616,4,7948610,1987152.5,3973642.36,7947616,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.629040801,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,994.0,0.0,994,994,7947616.0,0.0,7947616,7947616,DDoS
8080,1024741,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.56541409,5.85513803,204948.2,279845.7612,514241,564,1024127,512063.5,3877.066481,514805,509322,1024171,512085.5,3916.664461,514855,509316,0,0,0,0,92,60,2.927569015,2.927569015,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
22,74,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13513.51351,13513.51351,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
21,209,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,66985.64593,14354.06699,104.5,62.93250353,149,60,209,209.0,0.0,209,209,0,0.0,0.0,0,0,1,0,0,0,64,20,9569.37799,4784.688995,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
990,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,115827,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,100434.2683,77.70209019,14478.375,40513.40664,114743,31,729,364.5,327.3904397,596,133,115796,23159.2,51197.74972,114743,48,0,0,0,0,72,132,25.90069673,51.80139346,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
6969,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
